customerID,churn_prob,customer_worth,email
771,0.000383547,237.3,sureshravi@gmail.com
1960,0.000725747,163.55,sureshravi@gmail.com
2642,0.000947029,287.85,sureshravi@gmail.com
1323,0.000652213,187.75,sureshravi@gmail.com
2311,0.000682054,4464.8,sureshravi@gmail.com
548,0.000748404,6744.25,sureshravi@gmail.com
649,0.999986272,161.5,sureshravi@gmail.com
1657,0.000535768,4921.2,sureshravi@gmail.com
294,0.000881838,567.8,sureshravi@gmail.com
2323,0.000454033,1024.65,sureshravi@gmail.com
1955,0.99999907,75.45,sureshravi@gmail.com
2378,0.000301149,2654.05,sureshravi@gmail.com
174,0.999994368,5000.2,sureshravi@gmail.com
2880,0.999986251,7101.5,sureshravi@gmail.com
955,0.000477607,2162.6,sureshravi@gmail.com
1250,0.999999669,45.05,sureshravi@gmail.com
464,0.999995213,673.25,sureshravi@gmail.com
2297,0.000331341,45.2,sureshravi@gmail.com
224,0.999991295,179.35,sureshravi@gmail.com
2826,0.000592145,378.6,sureshravi@gmail.com
1797,0.000351617,1642.75,sureshravi@gmail.com
1246,0.000474018,2117.25,sureshravi@gmail.com
2389,0.00038174,55.45,sureshravi@gmail.com
2122,0.000565169,20.45,sureshravi@gmail.com
1139,0.000733755,723.35,sureshravi@gmail.com
2653,0.000540092,55.55,sureshravi@gmail.com
2213,0.000420701,225.85,sureshravi@gmail.com
2616,0.000845937,6697.2,sureshravi@gmail.com
1494,0.000718817,795.65,sureshravi@gmail.com
2263,0.999999374,146.05,sureshravi@gmail.com
651,0.999997971,222.3,sureshravi@gmail.com
1586,0.000376393,3375.9,sureshravi@gmail.com
787,0.000355483,3983.6,sureshravi@gmail.com
699,0.000760405,4018.05,sureshravi@gmail.com
410,0.999989073,19.6,sureshravi@gmail.com
49,0.000971088,4217.8,sureshravi@gmail.com
688,0.999995416,91.1,sureshravi@gmail.com
2943,0.000530924,907.05,sureshravi@gmail.com
133,0.000613556,3260.1,sureshravi@gmail.com
1590,0.000518916,493.65,sureshravi@gmail.com
240,0.00088196,284.35,sureshravi@gmail.com
2717,0.000372458,839.65,sureshravi@gmail.com
1808,0.999999189,76.35,sureshravi@gmail.com
2517,0.999996607,1581.2,sureshravi@gmail.com
2921,0.00098389,6155.4,sureshravi@gmail.com
2802,0.000613562,6703.5,sureshravi@gmail.com
2253,0.000601679,1336.65,sureshravi@gmail.com
1640,0.99999974,770.6,sureshravi@gmail.com
411,0.999987455,233.7,sureshravi@gmail.com
243,0.00031317,3187.65,sureshravi@gmail.com
2634,0.000691571,6643.5,sureshravi@gmail.com
443,0.000720225,6049.5,sureshravi@gmail.com
2346,0.000686974,85.5,sureshravi@gmail.com
2973,0.000763793,4478.85,sureshravi@gmail.com
2434,0.000523252,463.6,sureshravi@gmail.com
1949,0.999999639,159.45,sureshravi@gmail.com
2540,0.000491927,1654.85,sureshravi@gmail.com
2317,0.000580812,73.05,sureshravi@gmail.com
717,0.000781341,4145.9,sureshravi@gmail.com
676,0.000881983,7246.15,sureshravi@gmail.com
430,0.00065591,3975.7,sureshravi@gmail.com
1218,0.000340299,1446.8,sureshravi@gmail.com
2264,0.99998623,567.45,sureshravi@gmail.com
2149,0.00056449,128.6,sureshravi@gmail.com
2028,0.000408402,456.85,sureshravi@gmail.com
774,0.999986469,454.15,sureshravi@gmail.com
620,0.000880093,522.95,sureshravi@gmail.com
108,0.000512122,927.65,sureshravi@gmail.com
496,0.999986248,903.6,sureshravi@gmail.com
2380,0.999987804,3520.75,sureshravi@gmail.com
44,0.000746676,4861.45,sureshravi@gmail.com
769,0.000323559,3089.1,sureshravi@gmail.com
1686,0.000472562,1943.9,sureshravi@gmail.com
354,0.999986198,371.9,sureshravi@gmail.com
1807,0.00032101,930.95,sureshravi@gmail.com
806,0.000538088,5468.45,sureshravi@gmail.com
2807,0.000510827,4890.5,sureshravi@gmail.com
127,0.999991664,2135.5,sureshravi@gmail.com
320,0.000597121,3236.35,sureshravi@gmail.com
2400,0.000879686,617.15,sureshravi@gmail.com
848,0.000465417,444.75,sureshravi@gmail.com
1917,0.999997741,3862.55,sureshravi@gmail.com
2989,0.000879821,7880.25,sureshravi@gmail.com
1943,0.00033324,908.15,sureshravi@gmail.com
301,0.000452188,1509.8,sureshravi@gmail.com
2337,0.999999117,1214.05,sureshravi@gmail.com
772,0.99999965,1444.65,sureshravi@gmail.com
173,0.000880152,1181.75,sureshravi@gmail.com
1906,0.00049965,962.25,sureshravi@gmail.com
2087,0.999999236,1400.85,sureshravi@gmail.com
126,0.000918465,3027.65,sureshravi@gmail.com
275,0.999995887,70.6,sureshravi@gmail.com
1364,0.0006447,6474.4,sureshravi@gmail.com
2267,0.00076617,5481.25,sureshravi@gmail.com
563,0.000730385,516.15,sureshravi@gmail.com
2582,0.000457383,198.7,sureshravi@gmail.com
1117,0.000310825,914.4,sureshravi@gmail.com
228,0.999993938,55.2,sureshravi@gmail.com
973,0.00054511,4048.95,sureshravi@gmail.com
55,0.000515225,4456.35,sureshravi@gmail.com
1205,0.000739266,467.85,sureshravi@gmail.com
211,0.999998943,84.5,sureshravi@gmail.com
2168,0.999998099,1233.65,sureshravi@gmail.com
54,0.99998621,633.3,sureshravi@gmail.com
2096,0.999999265,79.95,sureshravi@gmail.com
2079,0.000341987,857.8,sureshravi@gmail.com
2832,0.999986251,1060.2,sureshravi@gmail.com
2209,0.999986307,100.8,sureshravi@gmail.com
412,0.00056854,1066.15,sureshravi@gmail.com
1399,0.000449995,1938.05,sureshravi@gmail.com
1268,0.000612753,4818.8,sureshravi@gmail.com
1706,0.000742176,5044.8,sureshravi@gmail.com
2162,0.999999587,160.75,sureshravi@gmail.com
2969,0.00085663,268.45,sureshravi@gmail.com
586,0.999990033,85.7,sureshravi@gmail.com
1445,0.000437508,4507.15,sureshravi@gmail.com
1914,0.000466488,6153.85,sureshravi@gmail.com
1827,0.00064549,5931,sureshravi@gmail.com
105,0.999986286,7611.85,sureshravi@gmail.com
473,0.000723084,564.4,sureshravi@gmail.com
815,0.000882006,94.15,sureshravi@gmail.com
1876,0.00056429,8086.4,sureshravi@gmail.com
2364,0.000224788,44.75,sureshravi@gmail.com
1962,0.00037871,2421.6,sureshravi@gmail.com
2407,0.999997805,512.45,sureshravi@gmail.com
561,0.000572295,6033.3,sureshravi@gmail.com
2406,0.999998778,777.3,sureshravi@gmail.com
2690,0.000676396,8277.05,sureshravi@gmail.com
298,0.000684966,3437.5,sureshravi@gmail.com
1432,0.000260528,2908.2,sureshravi@gmail.com
2934,0.00088089,1664.3,sureshravi@gmail.com
2919,0.002313745,371.4,sureshravi@gmail.com
1639,0.000520418,5746.75,sureshravi@gmail.com
1297,0.000671943,1614.2,sureshravi@gmail.com
2270,0.999998681,70.9,sureshravi@gmail.com
414,0.000820028,4473,sureshravi@gmail.com
619,0.000870071,4884.85,sureshravi@gmail.com
1687,0.99999802,1616.15,sureshravi@gmail.com
382,0.999996478,50.65,sureshravi@gmail.com
1339,0.999997193,20.15,sureshravi@gmail.com
704,0.000689217,33.6,sureshravi@gmail.com
2783,0.000762653,3297,sureshravi@gmail.com
1093,0.000375395,4523.25,sureshravi@gmail.com
1894,0.000420318,1083.7,sureshravi@gmail.com
2449,0.999992638,1531.4,sureshravi@gmail.com
1761,0.00031549,2614.1,sureshravi@gmail.com
1105,0.000460396,839.4,sureshravi@gmail.com
1074,0.999997775,713,sureshravi@gmail.com
2106,0.999999241,242,sureshravi@gmail.com
1106,0.000392411,769.1,sureshravi@gmail.com
2588,0.00031241,552.9,sureshravi@gmail.com
2851,0.001604188,6017.9,sureshravi@gmail.com
65,0.999996792,857.25,sureshravi@gmail.com
2521,0.000604498,2839.45,sureshravi@gmail.com
2072,0.000557139,6302.8,sureshravi@gmail.com
2472,0.999999227,5149.5,sureshravi@gmail.com
392,0.000878258,2309.55,sureshravi@gmail.com
2501,0.00041816,4025.6,sureshravi@gmail.com
1795,0.000703972,6293.75,sureshravi@gmail.com
2726,0.000526937,46.4,sureshravi@gmail.com
938,0.999998283,434.5,sureshravi@gmail.com
1351,0.000614926,4322.85,sureshravi@gmail.com
91,0.001467836,2570.2,sureshravi@gmail.com
2752,0.001150086,434.8,sureshravi@gmail.com
38,0.000554153,3548.3,sureshravi@gmail.com
1473,0.999999119,896.75,sureshravi@gmail.com
1049,0.000418894,572.2,sureshravi@gmail.com
783,0.000313248,1510.3,sureshravi@gmail.com
871,0.000712239,7015.9,sureshravi@gmail.com
2910,0.000357638,2444.25,sureshravi@gmail.com
2738,0.000656208,6889.8,sureshravi@gmail.com
2245,0.999986297,2088.75,sureshravi@gmail.com
1492,0.000599869,19.55,sureshravi@gmail.com
1642,0.000554225,6230.1,sureshravi@gmail.com
2967,0.000879638,672.7,sureshravi@gmail.com
615,0.00054857,3418.2,sureshravi@gmail.com
830,0.000869893,1442.6,sureshravi@gmail.com
78,0.000686716,482.25,sureshravi@gmail.com
1865,0.000380069,1597.4,sureshravi@gmail.com
2047,0.000659112,24.7,sureshravi@gmail.com
2257,0.000373708,1010,sureshravi@gmail.com
1907,0.000282052,1382.9,sureshravi@gmail.com
2268,0.000513503,8124.2,sureshravi@gmail.com
1947,0.000573051,5099.15,sureshravi@gmail.com
2173,0.000268155,43.95,sureshravi@gmail.com
1365,0.000252341,4421.95,sureshravi@gmail.com
682,0.000457377,4616.05,sureshravi@gmail.com
858,0.999999359,50.8,sureshravi@gmail.com
282,0.00040046,498.25,sureshravi@gmail.com
2249,0.000473915,1588.7,sureshravi@gmail.com
1111,0.000672007,2424.5,sureshravi@gmail.com
2873,0.000557554,1014.25,sureshravi@gmail.com
1378,0.000413408,5815.15,sureshravi@gmail.com
2230,0.000351402,294.2,sureshravi@gmail.com
1310,0.999999715,1553.9,sureshravi@gmail.com
1858,0.000357499,3857.1,sureshravi@gmail.com
2446,0.000553581,1972.35,sureshravi@gmail.com
1033,0.999997719,729.95,sureshravi@gmail.com
945,0.000738355,5645.8,sureshravi@gmail.com
462,0.000545739,1614.05,sureshravi@gmail.com
958,0.000273402,245.15,sureshravi@gmail.com
2516,0.000822604,7334.05,sureshravi@gmail.com
1217,0.000315495,1090.6,sureshravi@gmail.com
2139,0.000441628,3871.85,sureshravi@gmail.com
658,0.000374156,3597.5,sureshravi@gmail.com
552,0.000541193,8220.4,sureshravi@gmail.com
2838,0.999986241,20.5,sureshravi@gmail.com
856,0.997338395,6413.65,sureshravi@gmail.com
1618,0.000334053,1611.65,sureshravi@gmail.com
1994,0.999999676,45.7,sureshravi@gmail.com
736,0.000599983,1653.45,sureshravi@gmail.com
2774,0.000686027,688,sureshravi@gmail.com
2312,0.000881979,5068.05,sureshravi@gmail.com
1035,0.000631261,5924.4,sureshravi@gmail.com
2199,0.000670099,1070.7,sureshravi@gmail.com
982,0.000474592,808.95,sureshravi@gmail.com
1679,0.000426331,7035.6,sureshravi@gmail.com
2903,0.001109242,450.9,sureshravi@gmail.com
1165,0.00061191,5831.2,sureshravi@gmail.com
306,0.000634857,1229.1,sureshravi@gmail.com
1115,0.000373235,3145.9,sureshravi@gmail.com
573,0.000410705,697.25,sureshravi@gmail.com
111,0.997212735,5238.9,sureshravi@gmail.com
934,0.999997728,360.1,sureshravi@gmail.com
1285,0.000491249,1188.25,sureshravi@gmail.com
1773,0.999999115,143.65,sureshravi@gmail.com
1162,0.999986208,31.35,sureshravi@gmail.com
18,0.000879218,7382.25,sureshravi@gmail.com
1934,0.000387167,415.9,sureshravi@gmail.com
2110,0.000510446,980.35,sureshravi@gmail.com
2049,0.999996939,2030.3,sureshravi@gmail.com
196,0.000640287,1901.65,sureshravi@gmail.com
1957,0.000879508,7261.25,sureshravi@gmail.com
386,0.999986251,214.75,sureshravi@gmail.com
2328,0.000517447,2067,sureshravi@gmail.com
2250,0.000709678,829.3,sureshravi@gmail.com
2429,0.999994494,3777.15,sureshravi@gmail.com
1605,0.000623413,6511.25,sureshravi@gmail.com
1423,0.000327008,7869.05,sureshravi@gmail.com
1809,0.999999697,1676.95,sureshravi@gmail.com
2957,0.000785005,5038.15,sureshravi@gmail.com
1734,0.000535144,19.05,sureshravi@gmail.com
477,0.000540689,2747.2,sureshravi@gmail.com
2502,0.000513943,1354.4,sureshravi@gmail.com
1559,0.999999691,1555.65,sureshravi@gmail.com
40,0.999991433,1105.4,sureshravi@gmail.com
671,0.000640386,1039.45,sureshravi@gmail.com
2596,0.00065963,5662.25,sureshravi@gmail.com
2630,0.999998611,140.7,sureshravi@gmail.com
819,0.999998896,2317.1,sureshravi@gmail.com
591,0.001119243,8071.05,sureshravi@gmail.com
436,0.000570668,1183.8,sureshravi@gmail.com
2751,0.00062125,69.25,sureshravi@gmail.com
1649,0.000882152,4859.1,sureshravi@gmail.com
1211,0.999999835,1149.65,sureshravi@gmail.com
1427,0.000622596,6585.2,sureshravi@gmail.com
978,0.000347095,888.65,sureshravi@gmail.com
1599,0.000497303,520.55,sureshravi@gmail.com
1912,0.000465201,7657.4,sureshravi@gmail.com
764,0.000508833,4758.8,sureshravi@gmail.com
1083,0.000830022,809,sureshravi@gmail.com
423,0.000600125,2830.45,sureshravi@gmail.com
1580,0.999999509,950.2,sureshravi@gmail.com
205,0.000331908,2958.95,sureshravi@gmail.com
157,0.000724991,1821.95,sureshravi@gmail.com
295,0.000752255,220.35,sureshravi@gmail.com
1228,0.000471045,2820.65,sureshravi@gmail.com
1256,0.999992936,59.05,sureshravi@gmail.com
239,0.999986223,1120.3,sureshravi@gmail.com
245,0.000881597,731.3,sureshravi@gmail.com
674,0.00043036,493.4,sureshravi@gmail.com
2888,0.999996788,45.05,sureshravi@gmail.com
1968,0.999997359,5356.45,sureshravi@gmail.com
1974,0.000479554,5728.55,sureshravi@gmail.com
824,0.000552837,318.1,sureshravi@gmail.com
348,0.000783732,1303.5,sureshravi@gmail.com
1638,0.000376747,1983.15,sureshravi@gmail.com
727,0.000674454,605.9,sureshravi@gmail.com
2682,0.000716342,1842.7,sureshravi@gmail.com
2460,0.000422369,162.3,sureshravi@gmail.com
910,0.000768249,7984.15,sureshravi@gmail.com
265,0.000872755,5032.25,sureshravi@gmail.com
2816,0.999986337,262.05,sureshravi@gmail.com
2385,0.000661523,4370.75,sureshravi@gmail.com
2120,0.000433559,845.6,sureshravi@gmail.com
2089,0.000203038,1941.5,sureshravi@gmail.com
2925,0.999997428,824.75,sureshravi@gmail.com
1631,0.000411104,4009.2,sureshravi@gmail.com
1928,0.999995745,5118.95,sureshravi@gmail.com
2747,0.000680532,697.7,sureshravi@gmail.com
131,0.000771298,1215.65,sureshravi@gmail.com
1039,0.000321525,4557.5,sureshravi@gmail.com
366,0.999986216,492.55,sureshravi@gmail.com
2604,0.000880709,8496.7,sureshravi@gmail.com
2113,0.000340544,1952.8,sureshravi@gmail.com
1498,0.000465466,4018.55,sureshravi@gmail.com
1516,0.000251726,2877.05,sureshravi@gmail.com
635,0.000609945,2236.2,sureshravi@gmail.com
1737,0.999997474,19.5,sureshravi@gmail.com
390,0.000317598,44,sureshravi@gmail.com
2248,0.000455864,830.25,sureshravi@gmail.com
804,0.000294235,3009.5,sureshravi@gmail.com
833,0.000434189,5222.3,sureshravi@gmail.com
1834,0.000241822,47.95,sureshravi@gmail.com
714,0.000882339,1164.05,sureshravi@gmail.com
2393,0.000460675,1781.35,sureshravi@gmail.com
2309,0.000798436,7288.4,sureshravi@gmail.com
115,0.000761017,3423.5,sureshravi@gmail.com
2940,0.9999863,1029.75,sureshravi@gmail.com
1518,0.000488058,5514.95,sureshravi@gmail.com
9,0.999992531,3046.05,sureshravi@gmail.com
1151,0.000752152,1677.85,sureshravi@gmail.com
1554,0.000638484,3107.3,sureshravi@gmail.com
928,0.999999505,952.3,sureshravi@gmail.com
2937,0.000865796,4108.15,sureshravi@gmail.com
612,0.990077691,663.05,sureshravi@gmail.com
2388,0.000657551,550.6,sureshravi@gmail.com
128,0.000879457,1723.95,sureshravi@gmail.com
2929,0.000879691,6683.4,sureshravi@gmail.com
1128,0.000435823,1533.8,sureshravi@gmail.com
1922,0.000450514,5931.75,sureshravi@gmail.com
247,0.000511405,2531.8,sureshravi@gmail.com
2405,0.00033715,3923.8,sureshravi@gmail.com
1042,0.000476714,360.35,sureshravi@gmail.com
1806,0.000366149,4720,sureshravi@gmail.com
1701,0.000444057,943,sureshravi@gmail.com
167,0.999994368,273,sureshravi@gmail.com
2721,0.999998848,765.5,sureshravi@gmail.com
2833,0.000406025,2921.75,sureshravi@gmail.com
2698,0.000727896,6365.35,sureshravi@gmail.com
296,0.000773196,20.25,sureshravi@gmail.com
1741,0.000586929,745.3,sureshravi@gmail.com
450,0.000761171,7611.55,sureshravi@gmail.com
1801,0.000305001,43.85,sureshravi@gmail.com
200,0.000896351,20.75,sureshravi@gmail.com
1282,0.000418106,679.8,sureshravi@gmail.com
299,0.000628813,3015.75,sureshravi@gmail.com
897,0.000880381,8310.55,sureshravi@gmail.com
1791,0.999999455,947.3,sureshravi@gmail.com
1179,0.999999301,1553.95,sureshravi@gmail.com
2247,0.999986218,102.45,sureshravi@gmail.com
2763,0.001051431,2513.5,sureshravi@gmail.com
2327,0.000693727,7789.6,sureshravi@gmail.com
2699,0.000729601,51.6,sureshravi@gmail.com
1614,0.000497301,675.6,sureshravi@gmail.com
1307,0.999986316,8127.6,sureshravi@gmail.com
1064,0.000676628,612.95,sureshravi@gmail.com
1702,0.99999815,6615.15,sureshravi@gmail.com
2987,0.000656625,3842.6,sureshravi@gmail.com
2241,0.000439217,6448.85,sureshravi@gmail.com
1176,0.000427756,1029.35,sureshravi@gmail.com
2497,0.000445476,388.6,sureshravi@gmail.com
1053,0.000371663,3208.65,sureshravi@gmail.com
1694,0.000583826,8375.05,sureshravi@gmail.com
2965,0.00083762,1346.9,sureshravi@gmail.com
1929,0.999996303,658.95,sureshravi@gmail.com
1195,0.000238827,765.45,sureshravi@gmail.com
2474,0.000707591,119.3,sureshravi@gmail.com
2359,0.000394819,1140.05,sureshravi@gmail.com
2740,0.000879975,6383.9,sureshravi@gmail.com
1778,0.000259693,1505.15,sureshravi@gmail.com
547,0.999993598,3266,sureshravi@gmail.com
559,0.000263183,760.05,sureshravi@gmail.com
885,0.000487012,1782,sureshravi@gmail.com
2354,0.000474733,253.8,sureshravi@gmail.com
1409,0.000659166,7412.25,sureshravi@gmail.com
2759,0.000725388,109.8,sureshravi@gmail.com
1304,0.000622271,1396.9,sureshravi@gmail.com
1826,0.000239985,1739.6,sureshravi@gmail.com
662,0.000287981,428.7,sureshravi@gmail.com
2150,0.000307035,4674.4,sureshravi@gmail.com
1446,0.000881774,2031.95,sureshravi@gmail.com
1987,0.000638108,6398.05,sureshravi@gmail.com
2619,0.000348839,505.45,sureshravi@gmail.com
2320,0.000883024,1020.2,sureshravi@gmail.com
1619,0.999998734,2293.6,sureshravi@gmail.com
1506,0.999997152,74.7,sureshravi@gmail.com
1607,0.0007482,7447.7,sureshravi@gmail.com
2040,0.99999957,1730.35,sureshravi@gmail.com
261,0.999993123,132.2,sureshravi@gmail.com
1985,0.999992297,1259,sureshravi@gmail.com
2806,0.000692874,3483.45,sureshravi@gmail.com
2454,0.00071231,294.45,sureshravi@gmail.com
147,0.000739777,61.35,sureshravi@gmail.com
1342,0.999997905,169.45,sureshravi@gmail.com
1799,0.000359626,954.9,sureshravi@gmail.com
892,0.99999897,5017.9,sureshravi@gmail.com
2672,0.001223062,6713.2,sureshravi@gmail.com
1174,0.999997544,19.85,sureshravi@gmail.com
959,0.000879653,2028.8,sureshravi@gmail.com
1835,0.999998637,45.1,sureshravi@gmail.com
2289,0.000644847,420.45,sureshravi@gmail.com
1732,0.999999325,69.6,sureshravi@gmail.com
1287,0.000549876,74.1,sureshravi@gmail.com
2258,0.000340322,4847.05,sureshravi@gmail.com
1207,0.000280551,194.2,sureshravi@gmail.com
2053,0.000374125,4946.05,sureshravi@gmail.com
1397,0.999998312,6254.2,sureshravi@gmail.com
2765,0.000882681,2000.2,sureshravi@gmail.com
2867,0.000544917,1017.35,sureshravi@gmail.com
1019,0.000811665,162.45,sureshravi@gmail.com
1501,0.000577544,1478.85,sureshravi@gmail.com
777,0.000881463,92.5,sureshravi@gmail.com
260,0.000879307,1228.65,sureshravi@gmail.com
580,0.000741697,38.8,sureshravi@gmail.com
2760,0.000878895,19.65,sureshravi@gmail.com
537,0.00080496,5029.05,sureshravi@gmail.com
1148,0.000340823,170.5,sureshravi@gmail.com
2208,0.999999182,587.1,sureshravi@gmail.com
1100,0.000773655,259.4,sureshravi@gmail.com
988,0.000577647,19.75,sureshravi@gmail.com
1885,0.000290131,1477.65,sureshravi@gmail.com
1707,0.000650211,6743.55,sureshravi@gmail.com
425,0.000880577,449.3,sureshravi@gmail.com
1645,0.999997782,3587.25,sureshravi@gmail.com
189,0.000467973,244.8,sureshravi@gmail.com
1177,0.999996571,669.45,sureshravi@gmail.com
1652,0.999997617,79.1,sureshravi@gmail.com
136,0.000591874,1188.2,sureshravi@gmail.com
1930,0.000583939,81.05,sureshravi@gmail.com
1216,0.999999208,250.05,sureshravi@gmail.com
1408,0.000878231,343.45,sureshravi@gmail.com
1349,0.999999768,857.2,sureshravi@gmail.com
125,0.001058415,62.9,sureshravi@gmail.com
1584,0.000253718,273.25,sureshravi@gmail.com
634,0.000493479,176.3,sureshravi@gmail.com
1999,0.999987311,97.1,sureshravi@gmail.com
33,0.000598049,1874.45,sureshravi@gmail.com
181,0.993133948,29.95,sureshravi@gmail.com
1637,0.000472591,1133.7,sureshravi@gmail.com
1891,0.999995223,21,sureshravi@gmail.com
451,0.000847227,1642.75,sureshravi@gmail.com
1749,0.000345045,1102.4,sureshravi@gmail.com
186,0.999993559,24.8,sureshravi@gmail.com
1496,0.00087916,4993.4,sureshravi@gmail.com
2301,0.999995232,5037.55,sureshravi@gmail.com
1530,0.000534242,1057.85,sureshravi@gmail.com
940,0.0005685,320.45,sureshravi@gmail.com
991,0.000563633,4513.65,sureshravi@gmail.com
851,0.000517428,8476.5,sureshravi@gmail.com
2666,0.000713942,3055.5,sureshravi@gmail.com
1112,0.999990037,387.2,sureshravi@gmail.com
64,0.000561091,957.1,sureshravi@gmail.com
2153,0.000278315,50.1,sureshravi@gmail.com
887,0.000644916,609.65,sureshravi@gmail.com
2563,0.000878457,3364.55,sureshravi@gmail.com
1079,0.000568316,4590.35,sureshravi@gmail.com
1726,0.000538202,1608.15,sureshravi@gmail.com
2479,0.000305023,220.75,sureshravi@gmail.com
2896,0.000685725,717.5,sureshravi@gmail.com
1662,0.000878014,7082.45,sureshravi@gmail.com
373,0.000840502,830.8,sureshravi@gmail.com
1813,0.000734102,1588.25,sureshravi@gmail.com
1582,0.0007731,780.15,sureshravi@gmail.com
696,0.000792476,20.65,sureshravi@gmail.com
1541,0.000753056,4896.35,sureshravi@gmail.com
1015,0.999999422,990.85,sureshravi@gmail.com
1418,0.000332062,865.75,sureshravi@gmail.com
807,0.000286389,1058.1,sureshravi@gmail.com
2758,0.000850268,5848.6,sureshravi@gmail.com
2436,0.000514646,824.85,sureshravi@gmail.com
742,0.00061827,137.1,sureshravi@gmail.com
82,0.000828542,565.35,sureshravi@gmail.com
1156,0.000487742,5264.25,sureshravi@gmail.com
2920,0.00076905,2409.9,sureshravi@gmail.com
1060,0.999999156,1943.2,sureshravi@gmail.com
2719,0.000746959,2618.3,sureshravi@gmail.com
1373,0.000508318,2192.9,sureshravi@gmail.com
514,0.000878831,5916.95,sureshravi@gmail.com
1722,0.999999577,639.65,sureshravi@gmail.com
1325,0.999995516,76.35,sureshravi@gmail.com
2732,0.000880674,6780.1,sureshravi@gmail.com
1231,0.000526547,4017.45,sureshravi@gmail.com
889,0.000422769,3247.55,sureshravi@gmail.com
185,0.999997667,1111.65,sureshravi@gmail.com
666,0.000690322,238.1,sureshravi@gmail.com
1125,0.000348517,593.05,sureshravi@gmail.com
178,0.999986314,503.6,sureshravi@gmail.com
1199,0.000560591,844.45,sureshravi@gmail.com
2543,0.000613462,2495.15,sureshravi@gmail.com
1911,0.000537167,167.2,sureshravi@gmail.com
2998,0.99998622,6143.15,sureshravi@gmail.com
730,0.000537981,4805.65,sureshravi@gmail.com
1440,0.999999076,349.65,sureshravi@gmail.com
818,0.000429486,5656.75,sureshravi@gmail.com
2145,0.000484742,147.75,sureshravi@gmail.com
843,0.999986229,229.6,sureshravi@gmail.com
2804,0.000877464,779.25,sureshravi@gmail.com
1219,0.999999281,2282.55,sureshravi@gmail.com
1393,0.000273487,620.55,sureshravi@gmail.com
1551,0.000881529,457.1,sureshravi@gmail.com
2367,0.999998578,70.15,sureshravi@gmail.com
1000,0.000506655,132.4,sureshravi@gmail.com
